sentiment,selected_text
0,"bored, nothing to do"
1,Sounds nice!
1,hope
1,d suppose to be nice
1,would make a wonderful Mother`s Day present!
1,thanks
1,happy mother`s day!!!
0,bad
1,nice productive day
1,Eating a bagel  yummy
1,I hope
1,Lmao Yes its on the 27th  I get so excited
1,great
0,cruel
1,Doing really well!
1,hope
1,special
1,"OK nice one, cheers boss.  Am liking the lack of FCS today."
1,that`s awesome.
0,Imma miss you!
0,oops
0,Finally lost FM97
1,happy
1,best
1,besties
1,so much fun!!
1,Thanks
0,my sis doesn`t want to  well
0,am hungry agaaaaaaiiiin maaaam
1,"had a nice nap, finished some work, wrote bills, I have a surprise for you"
0,lower than zero..
0,you may have to email the tech support ppl. that`s odd.
1,good
0,it wont work in the uk
1,So good! Glad you finally got to see them
0,missed!
0,OMG SO srry to hear that
1,"thanks,"
1,Isn`**** exciting
1,awesome.
0,hurts!
1,I would be very grateful
1,relaXin on my day off.
1,thanks
1,happy
1,"Good morning, everyone!"
0,ratty
1,"one of my favorite,"
0,"Sorry william, gonna have to wait till next weekend ti"
0,charged
0,i don`t know what lender it was? yea these people definitely sucked butt toes. NOT friendly or helpful.
0,Rejected
0,ch ****
0,s sad
1,"exciting,"
0,"Its friday and i`m sick,"
1,just came back from a nice bike ride with her family and is now refreshed thanks to a shower
1,fun.
0,headache
1,Yes! You do!
1,favorite
0,i miss our walks home together
1,Woo!
0,so hard..
1,sFunF
1,They are always excited to go anywhere.
1,i really REALLY want my long pink hair back.
1,Very kew
0,blahh i`m tired an
1,'Happy Mothers Day!'
1,You`re not here. I hope you`re still resting.  I don`t want you to be stressed.
1,I love
0,it wont work for me
1,good night..
0,too late
1,its just he songs are so catchy
1,"awesome,"
0,Sucks
0,t! lam
0,sucks.
0,I missed
1,!  So proud of him!
1,Love you Mom
1,Thanks!
1,beautiful music.
0,aww sorry to hear you are having a bad time. Remember: this too shall pass
1,"has just finished reading Twilight and thought it was ****...okay, it was alright...okay, i love it and really wanna read the next one"
1,o enjoy
0,970 miles makes that kind of difficult.
1,I feel inspired
1,happy mothers day! im gunna crawl up in a ball and act like i dont exist  lmfaoo
1,Hopefully!
1,weLcomE
1,Happy
0,economy is depressing...
0,al ****-E-
1,smart!
0,", I had a suspicion about that!!"
1,Thanks!
0,Will miss my baby for 2 days
0,haven`t programmed
0,bad
1,g`morning
1,"very sweet, very rich."
1,Happy Mother`s Day
1,they`re soooo good.
0,not comfortable
1,impressive.
1,you did look pretty **** good
1,good to see you on twitter!!
0,WTF?!
0,never be okay
0,missed
1,i heart your face
1,smile
0,Long night ahead.
1,perfect
1,I wish
0,worrying th
0,"grr!  i hate being **** near forced to go places.  especially to sit on a bus for an entire day just to sit in a house in podunktown, va"
1,awesome!!
0,struggling
1,best
1,o looking forward
1,Omg. i love my parents i juss got a lavender camera as an early birthday present!!!
1,"it`s the small things in life that count,"
0,_skies miss you too :`( it is!i never want to come home.....seriously
0,?  No luck
1,happy
0,sad
1,love
0,I didn`t go to the gym today and I feel bad
1,good
0,"Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!"
0,.i almost burnt my house
1,happy mothers day mom!
1,hope ur having a lovely weekend!
0,islip her plane
1,Same to your mom too pril
1,I love them
0,unable
1,its all about love and happiness  goodnight
1,"How Exciting, for you both"
0,ignore
1,SO beautiful
1,live long and prosper !
0,"um that`s really scary,"
1,Feels nice
1,thanks
1,Sweet!
0,e fail. *suicide*
0,boredom
1,"Thanks, I`m glad you liked it."
1,Hopefully
0,sorry
0,traumatized
1,Excellent
1,Happy Birthday
0,hurts!!
0,. i kinda lost respect
0,". He never got in trouble, I did"
0,"bad,"
0,Airsoft is horrible!!
0,Sad
0,w sad
0,too much
0,sad..
0,u all don`t seem to excited
0,n.  Terrib
1,beautiful
1,weather looks great
0,miss
1,"U were right, they did blow my mind  I love u SGB, even more all the time, Mom"
0,gutted -
0,I miss it already
1,loves
1,love
0,m tierd
0,fail
0,y my room  its a **** hol
0,t sick.
0,"Yeah, plus I always totally overspend"
0,so sad
1,GOOD
0,nooooooo  sue is retiring  no no no no!
1,yaaaaay.
0,A kidney stone.
1,o I LOVE
1,hope i don`t cry
1,"Amazing! The concert, the city, everything. It was really an awesome trip"
1,new supernatural tonight!
1,good
1,He seemed all happy about it
1,*smile
1,last forever.
1,It`s your inherent humility
0,died
1,productive
0,Sick!
0,. It`s going to get worse now that the girls r home for summer.  It stinks.
0,lol my other tank/dps friend is having the same problem in a different guild.  wtf is wrong with this server?
1,All is well..That ends well!
1,Battles
1,I like you
1,lol....
0,No.  I was thinking just before how much I miss my T-Dub.
1,Happy Mother`s Day..
0,: eww. dislike
1,ing
0,tired.
1,Good
1,THE best
1,good to have a (boy)friend like you
1,luckily I have nice friends across the street
0,failed
1,hope that goes well
0,my knee hurts!
0,stuvk with the wee stpid thing fo
0,lost
0,what the hell
1,gooooonight
0,o stop
0,Just worried about being overwhelmed
1,Thanks! I will tell her my friends on Twitter
0,Hate being sick
1,beautiful
0,headache
1,"Fatigue settling in, but gotta power through! Awesome seats again tonight. I`m pretty lucky. Life ain`t too bad..."
0,wrong.
1,you`re welcome Chica
1,"fine,"
0,I hate that
1,holy cute!
0,Not a so Healthy
0,hayfever has struck..
0,I never was good
1,womp womp woooomp!
0,hard
0,u fallin off sad face
0,slow.
0,sick
1,' wow
0,maybe I missed my chance this time
1,one of the best!
0,sorry
1,exciting
1,song is great!
1,awesome!wa
1,love
0,That`s the problem.
0,really hate us
1,better late than never
1,a joyfull
0,miss
1,cool
0,"Ahhh,"
0,"Old computer here, too slow"
0,distracted
1,#NAME?
0,U cud BELIEVE that!?
0,figuring out wats wrong with her she can drink but cant eat  ...
0,FAIL.
0,Sadly cannot listen...  *sob*
0,not much fun
1,e best
1,Yay! Un
0,sick
0,Sad.
0,missed
1,Happy Star Wars day! May the 4th be with you!
1,it`s good to see
1,okay thank you! i
0,sorry
0,i missed the game
0,miss
0,oh dear.  that is terrible
1,I`m just over the moon
0,goddam?!
1,hopes
0,.  Sorrie
1,yaay
1,best in the land!
0,My knee is killing me
0,I REALLY miss
1,"awww  no problem , sorry for tha loss"
1,look what a poet I am.
0,I hate moving; and hate packing even more
1,really enjoyed the podcast with  This was my 1st time listenening to the show. Will def listen from now on
1,i dont think i`ve cried so hard for a show..
0,such a boring TV
1,credit
1,s august 2nd will be a blast
0,sad
1,great
0,sucks
1,so cuuuute little fella
1,welcome
1,rocked
0,I feel extremely flushed
1,enjoy
1,blessed
0,doesnt look good
1,good wakeup music
1,good
1,I`m sooo HAPPY De
1,thanks
0,The trackpad and the battery life suck balls for quarters. Seriously missing my MacBook Pro
0,", im going to bleed to death"
1,Have a good day
0,Ugh..
0,It doesn`t look hopeful.
1,all the best for art attack. thanks 4d follow
1,- it`s all good fun
1,s not too bad
1,Happy Mother`s Day
1,fantastic
1,enjoying
0,e  HATERS
0,", you`re a bad sister."
0,sorry to hear that
0,argue
0,Just uploading photos from the cell...nothin like true candid-ness!
0,hurts.
0,weird
0,"No Happy Mums day for the Mums,"
0,i`m definently jealous.
0,lost
1,office hours/trying to make my computer feel better.
0,well dnt really knw wot to do
1,3d effect was best
1,Reminders are good!
0,Gosh! I missed the yesterday live chat..
1,Loves
1,OMGSH
1,Thank
1,my friends  Mindless fun.
1,good
1,sumptuous
1,Wonderful
1,right!
1,nice chat
0,never invite
0,sober weekend ahead...
0,tired
1,good
0,bahhhh.. cold weather is making my teeth hurt.
0,utterly digusted wi
0,Ugh..  this sucks.
1,Loves him but most importantly loves my mom! Happy Mothers Day!
0,is buttfuck stupid
0,"empitome of epic fail,"
0,sorry
0,I WAS STRESSED OUT
0,why we canï
0,beating
0,oh my... now im offended.
1,i wish it wasnt over
1,Yum. Thanks.
1,good book.
1,I wish
0,im still devastated
1,welcomed
1,haha
0,that`s meAn
1,Thank you for YOUR positive energy
0,stupid
1,favorite
1,Show us some love!
1,please
1,that`s the coolest part
1,HAPPY
1,the most wonderful man
1,My besties.
0,o sad
0,I cried like a **** baby...I`m missing my beast like crazy!
0,boring
0,doesn`t like
0,bored at
1,Happy Mother`s Dayyyy. Love you mummyyyyyyyy
1,hope
0,breaks
0,hate
0,Bloody boiling in here...
0,Crappy day
0,i miss youuu
1,Loved that lady.
1,fantastic!
1,loves
1,good luck
1,Yesssssir
1,happy
1,good.
0,Hell unlucky!
0,can`t find it in my emails either!
1,good
1,thanking and praising God some more!
1,Good luck tonight! have fun
0,it`s not working
1,nice
0,wish i
0,WTF?
0,"spammers seem to move fast though,"
0,hurts.
0,a sad
0,oh man! They better do something to fix that!! ugh stupid Verizon
0,disappointed
0,Dead gerbil
1,Happy STAR WARS Day - May the fourth be with you!
1,love
1,t hilarious
1,good
0,feel really sick
0,hates
1,I feel very 'office space' right now.
1,should be hilarious
1,Chillin
1,Enjoy
0,missed
0,"Ughhhhhhhhh,"
0,hard
0,crappy ms
1,Good
0,I get to go to coffee now  It`s no fun. I hate it too!
1,faster than expected.
1,No worries
1,"Oh yeah,"
1,excited
1,you`re so cute.
1,thx 4 following  r y a band? What kind of genre that y play? Nice to meet all of
0,too bad
1,Good
1,ThankUJesus!  BeYEBlessed!
0,t cnt b boverd.
0,I didn`t think i looked that much like a ****
0,sorry.
1,funny!
0,y depressing.
1,hope
1,lucky
0,mashed up
1,fun day
1,feel alllll right!
1,good
0,fake asses!
1,awesome new phone from sony ericsson  - I am now Berry`d like
1,HAD SO MUCH FUN TODAY !
1,beautiful
0,sick
1,"helpful,"
1,happy
1,you are the sweetest.  love you cuz!
0,broken my leg
1,familiar
1,Thanks
0,no invert call tree button to be found
1,weee! internet is back here at home!
0,messed
0,I really did over react and do the worst
0,my heart goes out to you
1,good
0,stupid
0,my finger hurts  lmao
0,bad
0,UGH! I have GOT TO STOP biting my nails  grrrrr
0,****
1,wow
0,doesn`t sound very good
0,t sucks
1,Yay!
1,Macarena never looked so good. Loved
1,cute
1,Morning my Awesome brudder!
1,Thank
1,Good luck wi
0,i so feel neglected
0,Can`t sleep!!
0,bad
1,I`m wishing
1,have funnn!
0,miss
1,Luckily
1,has been fun..
0,Worried
1,Happy Mother`s Day mommy and grandma haha  ily
0,HELP
1,thankyou
0,snapped his poor neck. gotta bury him
1,since all the fun happens when I`m asleep!
1,thanks
1,You are an absolute legend! Love love love it
1,loveeeeeeeeeeeeeeeeeeeeee
0,i cant deal.
0,feel crappy today
0,Not good!
1,Sunday feels great
0,I`m sorry you`re sick
0,hate
1,fan
1,thankyou
0,i`m bored
0,suffers
0,I miss my brothers.
0,The link doesn`t work
1,good
1,aww such a cutie
1,Thanks
1,Happy Mother`s Day ~ and for single dads who plays both mom and dad role enjoy your day too
1,very good day
0,!!! I am going to cry all the way home!!!
1,niceeeee
0,smeared
1,wonderful
0,"so, why the hell are we going to school for 2 hours next monday and tuesday...dumb snow days and thier lame rules...my mom making me go"
0,stupid
0,late
1,I like ur momma`s style!
1,Great.
1,morning darlin`  Hope you`re feelin` tip-top
1,"Ohhh, how lovely! I`m glad that you had a great time there."
0,I don`t think the coffee at work agreed with my tummy
1,Thanks! carry on the craziness again!!!
1,good luck with your auction
0,Some guy just said he wanted to spank me
0,me too  no one even liked my answers to life last night
1,lucky!
1,Thanks for your share tonight.
1,It should be a good day
1,r I`m excited anyway.
0,broken.
1,love
0,badly
1,happy
1,Thanks
1,I love these clutches!
0,unfortunately
1,oh no not difficult.
1,we will work on that mama  sweetdreams!
0,Ugh
1,One of my excellent designers
0,too long
0,lost
0,I can`t go back to sleep.
1,aww  cant wait to have you back in LA! <333
0,delicious
1,It was pretty cool. The kids *and* the adults had fun.
1,I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p
0,. Not an easy problem
0,Hates
0,very bad dream
0,"Been sick all week and still not feeling so well,"
1,I am up and feeling pretty **** gud! I dont even have a hangover what a nice feeling
1,fun!
0,Greg Pritchard should have got threw to
1,thanks
0,****
1,best.
1,like
0,Nooooooo!
0,feelin lonely
1,appreciate
1,i like
0,go away
1,"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms"
1,just finished baking some cinnamon rolls   soooo yummy!
1,win
1,awesomeness
1,very nice
0,Over-thought
1,fun
1,Very happy
0,hard
1,t loveees
1,good
1,love
0,missing
1,good
0,(sorry
0,z i really dont want to.
1,had fun at
0,once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid
0,shame on me!!!
0,terrible
0,"Am in the place called 0UT OF NOW WHERE!! Take me out from here, somebody"
1,good
0,oh plzzzzz
0,So sad.
1,I need one too.
0,Aam   these dogs are going to die if somebody doesn`t save them!
0,feeling extremally ill
0,My Respect For Travis Clark Has Gone Down
0,Twitter you suck
1,you know what it is to see people you love most in his country and could not get closer?
1,"Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i`m on tablets!"
1,fun.
0,hates
0,so tired af
1,Can`t wait 4 a real bed!
1,Goodmorning
0,dirty!
1,**** lovee
1,chillin
0,too freaky
0,i feel like tweeting you for no reason.
0,pity
1,Feeling enthused
0,flu
0,"weather`s... ugh, something like asthma. So"
0,problems
1,"good,"
1,! How exciting!
1,all is good..happy mother`s day!!..
1,Excited
1,love
1,wants to cool down
0,hates me
1,summaa`s coming !!!
0,With sean s. watching house of a thousand corpes
1,love
1,sweet
1,PRIDE
0,hacked
0,"just watched terminator 2 and i cried, Its the one movie that makes me cry for some reason when arnie dies!"
1,Its a good hurt
1,joke
0,i hate being sick.
0,wiped.
0,"hit the wall,"
1,Hopefully
0,grrh
0,"I hate working nights, cos I`m not really able to enjoy this gorgeous weather, as I will be asleep"
1,"AND, We have your fabulous interracial ****!  WOOT!"
1,that would be perfect.
1,Glad
1,amazing
1,the best part
0,I`m feeling so weak and tired
0,Foolish
1,hope
1,d it absolutely ruled
0,Getting dizzy. Going to have to lower my original raise. Please don`t think any less of me.
0,i couldnt respond cuz i maxed out
0,Cough drops taste gross...blaaaqhhh
0,"pain,"
1,loving my sunday so
0,I feel like I haven`t talked to you in a really really long time.
1,great
1,We spell it the best
0,sad
1,*waves to make it all OK again*
0,shamed
1,life is good.
0,poor girl
0,I just crashed
1,Thanks for pointing out the crucial problems . Both of them have been taken care of  (c
1,#NAME?
0,OMFG
1,FUN!
1,love
1,I like your HR shirts.
1,beautiful
0,cannot waste my parents money.  Nt fair.
1,nice
0,****
1,I am a huge Mitch fan
0,tired
0,so expensive
0,unfortunately
1,won
0,rubbish
0,I have MAJOR CRAMPLES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1,B!    Super
1,good
0,wrong size
0,bad!
0,unsurprised
0,"I`m absolutely exhausted,"
1,cute
1,sense
1,I love her so
0,"Early Monday,great  Rainy Monday,not so great :|"
0,wonders when all of these end..
1,Oh it`s so beautiful!
0,forgot
1,good
0,Today is way too stressful.
0,gah!
1,Happy
1,Happy Mother`s Day..
1,hope
1,awww wish I was there!
1,wanna
1,diet is working great
0,OMG..
1,LOVE
1,"You`re welcome, of course!"
1,May
1,WHEW!
0,ugh im crying again  writing a rant about it on tumblr.
0,Not even better
1,d absolutely loved it
1,while having some fun
0,"So has anyone had that yucky new throwback pepsi and mountain dew yet? If they plan on keeping it around, I will not be drinking it!"
0,getting sick... Ugh I`m losing my voice!
0,they make my gums hurt
1,finally got the sleep i needed
0,down.
1,when you know u aint done the wrong
0,died
1,lunch
0,ne just doesn`t want to work
1,e crazy
0,sad
1,h thank you
1,Hopefully
0,Missing
0,fail
1,super great flick though.
0,THIS WEBSITE GAVE ME A VIRUS!
0,sarcy
1,I skip school way too often  I`m rather proud actually.
1,liking your style Alice
1,lOve
1,e hope
1,super duper excited
1,crazy
0,hurt..
0,dropped
0,nobody loves me on twitter
1,good
1,SO funny..
0,nasty
1,ahh it was so amazing! and I am now in love with David Archuleta
0,i dont think you can vote anymore!
0,bother
1,Iiight thanks.
1,most epic we
1,",love"
0,stupid.
0,y. I miss you too
1,KMF going smoothly so far. Free stuff is always a plus.
1,hoping
0,miss
1,Oh and I hope Miller has a better day too
0,bummer
1,omg i had that book its soo funny
1,Hope u had a lovely time away
1,ds amazin
0,im so jealous
1,. I love Providence
0,Hate
1,pretty tired after a nice full day.
1,I like
1,thanx very much
1,perfect
1,'May the 4th' be wit
0,sad
1,thanks  this one will be a hit.
1,Had great time
1,check out this funny movie
1,s worth
1,happy
1,WOO!
1,Beautiful
0,ouuhh dont cry  i feel so sad right now
0,not good!
1,Another amazing night
1,all the photos  niceeeee
1,A relaxing
0,why you never answer me...
0,sick
0,overreaction..
1,ugh  and its sooo pretty outside..
1,funniest
0,too bad
1,you can explore the site 2 and find cool stuff
0,Annoyed
0,sorry we keep missing each other...
1,Blessings and Jo
0,SUCK
0,I don`t like Chris
1,Thanks
1,Awesome
1,Madly in love
0,MISS
1,Happy Mother`s Day
1,supposed to be good
1,thank
0,can`t read it
1,WHEE!
0,passed away
1,Indeed. Have a nice week!
1,good!
1,"Thanks for the review,"
1,SO white now.
0,horrible experience
0,Don`t count on it
1,great.
1,good
1,have fun
1,give me a chance
0,puncture!!
1,favorite
0,**** you rhinitis!
1,Sweet
1,a omg you win
0,saddd.
0,d without em`
0,headache and colds..
0,don`t have an appetite
0,is gonna bleed ALL of us dry!
1,now relaxed and well rested
0,I`m a bit bored
1,LOVE YOOOOUUU.
1,"shes so cute,"
1,good
1,Goodnight
1,fun!
1,Happy Mother`s Day to all Mothers out there
1,best
0,sucks!
1,Happiness is like peeing your pants...nobody can see it but only you can feel it`s warm sensation
0,"sooo tired,"
1,"this is pretty helpful, and kinda cool actually"
0,i miss my long hairrr
1,Finally upgraded to Spotify premium - exceeded my threshold of awesomeness some time ago.
1,good
1,? I like jackets.
1,congratulation
0,sick.
0,working mad hard
1,LOVE
1,Relaxing
1,relaxing night at home with best people
0,miss
0,depressing
1,Wish
0,its too warm
1,y`s gre
0,I miss you too
0,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8
1,POSITIVE
0,Worried
0,.your blog won`t let me post a comment.
0,havent ate today
0,Feel so depressed that I couldn`t save it... Thanks for nothing!
1,good morning hun!
0,exhausting.
0,Sorry
0,Back at homes hmm.. i rly am going to miss my boo for 2 days like wtf
0,Tiring
0,"sorry,"
1,yay!
1,goood
0,sore!
1,Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho
1,motivated
1,cheered
0,tired
1,fun
0,I WILL CRY!!
0,We`re not gonna be able to talk again
1,Cool.
1,good
1,hapee
1,Congrats on your bike ride today.. Very impressive indeed.
1,have fun
1,eventful..
0,ohh ****
0,dying on me
0,shame
0,so ill have a few free days a week... ill hit u up
0,my little booboo is sick
1,Happy mothers day
0,It hurts so bad
1,wow. hehehe. mushy-mushy mode.
1,. hope ur lookin 4ward
1,good
0,badly
1,Wow thanks a lot!
0,AAAAARRRRGGGHHH!
0,attacked
0,just completely lame. I`m sorry dude.
0,we watched that one day in the middle of playing-- it REALLY doesn`t hold up
0,im sorry.
1,good
0,sucks
1,good.
1,happy.
0,missed
0,sad
1,Quite excited
1,Happy Star Wars Day.every one
0,Dumb
0,i feel u  but its sooo close to me hard not to  but i cant so no point ug
1,love it wh
1,Cant wait to see the 3d concert
0,so i feel like **** for saying HAPPY BELATED BIRFDAYY.. i`m only a month late
1,lead
1,sounds good though.
1,w hope uve hada good day
1,Have a great day.
1,Happy
1,best of dreams
1,great
1,officially the BEST way
0,Unfortunately these heffas decided to take an impromptu mall trip
1,laugh
1,Happy
0,Looks like no diamond ball for me
1,boo hoo!
1,e doesnt try to violently
0,Ugh worried about my math test
0,might just have made me cry
1,special
1,happy
0,tierd
1,haha.. good for you
0,None to be had
0,I don`t think I`m very well.
1,"en, hope it doesn`t rain"
0,"broke,"
1,Good morning
1,e Fine
0,should stop relying
1,Hopefully
0,Dammit!
1,y hope
0,"bad,"
1,pleasure
0,restrictions!
1,a wonderfu
1,Good night
1,NEED SOMEONE TO CHEER ME UP
0,Bored
0,dorky.
0,hurt
1,aww
0,failing
1,glad
1,Good
1,good
1,no problemo!!
0,lied!
1,thanks
1,love
1,fun
0,poor
0,has a tummy ache
0,Sleep-fail.
0,What a miserable day
0,gutted
1,Thanks
0,sucks.
1,Soooo romantic ev
0,i lose.
0,noooooooo  i miss you
1,awesome
1,Good
0,Hmph.
0,tired.
1,nice
0,****
1,pretty much ever HP except the one i wanted to look at
0,It isn`t moving fast enough.
1,Happy
1,liking
0,. Boring
0,didn`t
0,miss
0,****!
0,sorry
1,Thank you!  The best to you and yours tomorrow... I hope you all have a lovely day together!!
0,hates
1,fun
0,unfortunately
1,y. Lol
1,loves
1,wish!
0,hurts
0,No good
1,good!!
1,cuuuute
0,nauseatingly
1,"Yes! Cold coffee from yesterday. No sugar, no cream !  The way I like it !"
1,had a shitload of fun with her friends
0,pains
1,i appreciate
1,super excited
0,sorry
0,FLASH IS BEING **** TONIGHT!
1,enjoy
1,goodluck
1,Thanks
1,fun
0,>> HELP?
1,favorite
1,Lov
0,and guess what ! ive got 20 % ! wow its impossible
0,didn`t put any treats on my food
1,I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.
0,Bummer.
1,HAPPY
0,sad
1,enjoy
0,I have a headache.
0,not in the fun way
1,encourage
1,good
0,my finger hurts
0,Bore
1,ly shade loving native wildflowers
1,wish
0,False hope!
1,so great to hear from u again today! U r the best!
1,In pillow heaven
1,Lol
0,**** the whole Twitter silence ex
1,hey! nice pic
0,awkward flashing.
1,"Yes, you really should!"
0,no luck in
0,disconnected
0,can`t go to
0,awww poor little girl on britains got talent
1,thks
1,im so thankful
0,sadly
